Jobtitle,City,Date,Skills,Salary,Candidates,Copy
consultor desarrollador fullstack,Bizkaia,2022-10-28,"['odoo', 'linux', 'windows', 'python', 'docker', 'git', 'postgresql', 'css', 'javascript', 'html']",no disponible,6,2022-11-27
consultor/a sap sd/mm (inglés alto),Madrid,2022-09-30,['sap'],no disponible,22,2022-11-27
formador/a de informática,Murcia,2022-10-16,"['java', 'informatica']",13000.0,15,2022-11-27
desarrollador/a c++,Madrid,2022-09-01,"['cplusplus', 'linux']",37500.0,62,2022-11-27
consultor de datos maestros,Madrid,2022-08-17,"['datos maestros', 'datos', 'sap']",no disponible,17,2022-11-27
desarrollador batch (plsql/oracle),Valencia,2022-08-17,"['unix', 'batch', 'pl/sql', 'sql', 'clearcase', 'oracle']",no disponible,71,2022-11-27
"business analyst (cloud, angular)",Madrid,2022-10-28,"['azure', 'cloud', 'angularjs']",no disponible,2,2022-11-27
junior software developer + formació,Valencia,2022-08-17,"['reactjs', 'scrum', 'nodejs', 'angularjs', 'java', 'safe', '.net']",no disponible,775,2022-11-27
software develop,Madrid,2022-10-28,"['hyperledger', 'mongodb', 'go', 'wavemaker', 'python', 'fabric', 'nodejs', 'angularjs', 'sql', 'postgresql', 'javascript']",no disponible,13,2022-11-27
desarrollador php full stack,Sevilla,2022-10-21,"['mvc', 'sql', 'laravel', 'html5', 'mysql', 'php', 'css', 'javascript']",16.200000000000003,18,2022-11-27
full stack develop,Valencia,2022-10-28,"['nodejs', 'angularjs', 'sql', 'git', 'github']",no disponible,20,2022-11-27
consultor ax,Madrid,2022-09-21,"['ax', 'erp', 'dynamics']",no disponible,28,2022-11-27
implementation specialist ingles+alema,Online,2022-10-28,"['software', 'it', 'application']",24000.0,11,2022-11-27
consultor logístico dynamics 365 fo/ax,Madrid,2022-08-18,['dynamics'],no disponible,22,2022-11-27
ingeniero/a de infraestructura it,Barcelona,2022-10-21,"['virtualizacion', 'linux', 'windows server', 'lan', 'vmware', 'wan', 'base de datos', 'firmware', 'cisco', 'oracle', 'red']",33000.0,20,2022-11-27
técnico de microinformática y redes,Cádiz,2022-10-21,"['windows', 'seguridad', 'ofimatica', 'redes', 'microinformatica']",16.200000000000003,56,2022-11-27
técnico informático helpdesk,Valencia,2022-11-11,"['helpdesk', 'wordpress', 'prestashop', 'windows server']",15500.0,38,2022-11-27
desarrollador osb y bpel oracle soa,Online,2022-10-23,['oracle'],42000.0,6,2022-11-27
project manager - energías renovables,Navarra,2022-11-02,['pmp'],46500.0,9,2022-11-27
data architec,Barcelona,2022-09-01,['data'],no disponible,2,2022-11-27
ingeniero software embedded,Barcelona,2022-09-19,"['cplusplus', 'c']",40500.0,14,2022-11-27
experto seguridad del sistema,Online,2022-09-01,"['seguridad', 'http']",no disponible,68,2022-11-27
ingeniero de industrializacion y calidad,Madrid,2022-11-02,['altium'],no disponible,3,2022-11-27
developer .net 100% remo,Barcelona,2022-09-19,"['aws', '.net', 'azure']",no disponible,7,2022-11-27
react develop,Barcelona,2022-08-03,"['redux', 'reactjs', 'javascript']",no disponible,52,2022-11-27
consultor seguridad de la informació,Online,2022-09-19,['iso27001'],no disponible,25,2022-11-27
.net develop,Barcelona,2022-09-19,"['c#', '.net']",no disponible,18,2022-11-27
mechanical engineer (catia),Barcelona,2022-11-02,['catia'],no disponible,0,2022-11-27
java developer en andorra,Barcelona,2022-09-19,"['sql', 'java', 'spring']",31500.0,15,2022-11-27
analista programador .n,A Coruña,2022-08-03,"['c#', '.net']",no disponible,5,2022-11-27
technical manager - solar pv assets,Bizkaia,2022-09-01,"['pvsyst', 'electronics']",no disponible,0,2022-11-27
project manager de sistemas,Sevilla,2022-09-01,"['sql', 'java']",no disponible,18,2022-11-27
erp consultor y/o implantador funcional,Barcelona,2022-11-02,['erp'],no disponible,12,2022-11-27
técnico de soporte n2 inglés alto,Madrid,2022-10-27,"['active directory', 'soporte', 'microinformatica']",28500.0,16,2022-11-27
consultor sap,Madrid,2022-09-19,['sap'],no disponible,10,2022-11-27
proyectista mecánico superfícies,Barcelona,2022-08-03,"['unigraphics', 'siemens nx']",no disponible,4,2022-11-27
javascript developer (remoto),Madrid,2022-09-01,"['reactjs', 'javascript', 'vuejs']",40500.0,26,2022-11-27
consultor funcional erp - cliente final,Barcelona,2022-11-02,['erp'],49500.0,11,2022-11-27
project manager automatizació,Madrid,2022-11-02,"['gmp', 'pmp']",no disponible,5,2022-11-27
programador java senio,Valencia,2022-09-19,"['hibernate', 'java', 'spring']",no disponible,5,2022-11-27
backend java developer full remo,Online,2022-11-02,"['java', 'javascript', 'html']",36000.0,22,2022-11-27
project manager (cliente final),Madrid,2022-11-02,"['pmp', 'lean', 'scrum', 'kanban']",40500.0,16,2022-11-27
ingeniero/a de producto,Barcelona,2022-11-02,['cad'],no disponible,2,2022-11-27
analista programador axapta,Córdoba,2022-10-01,"['dynamics', 'axapta']",no disponible,2,2022-11-27
qa integración telecomunicaciones,Madrid,2022-08-03,"['qa', 'windows', 'sql server']",no disponible,35,2022-11-27
senior java engi,Valencia,2022-08-03,"['openjdk', 'java', 'openapi']",no disponible,7,2022-11-27
it business analys,Madrid,2022-10-01,"['itil', 'sap']",no disponible,9,2022-11-27
performance specialist (m/f),Barcelona,2022-09-19,"['google analytics', 'google ads']",no disponible,6,2022-11-27
embedded sw engineer empresa i+d,Barcelona,2022-09-19,"['cplusplus', 'c']",42000.0,11,2022-11-27
desarrollador java,Valladolid,2022-10-27,['java'],33000.0,7,2022-11-27
gestor/a junior proyectos aeronáuticos,Madrid,2022-09-05,"['do 178c', 'documentacion', 'do 254']",no disponible,22,2022-11-27
ingeniero técnico-industrial,Online,2022-11-04,"['siemens', 'omrom']",28500.0,16,2022-11-27
desarrollador dynamics navisio,Valencia,2022-09-27,['dynamics'],no disponible,0,2022-11-27
programador/a java con francés,Madrid,2022-09-30,"['j2ee', 'java']",no disponible,32,2022-11-27
lead instructor data analys,Madrid,2022-10-15,"['sql', 'python', 'bases de datos']",no disponible,19,2022-11-27
programador en java y android,Online,2022-11-04,"['java', 'android']",no disponible,36,2022-11-27
senior fullstack developer - remoto 100%,Online,2022-08-17,"['aws', 'reactjs', 'nodejs', 'vuejs', 'javascript']",42000.0,56,2022-11-27
ingeniero infraestructura cloud,Sta. Cruz De Tenerife,2022-10-29,"['google cloud platform', 'cloud', 'azure']",no disponible,1,2022-11-27
laravel senior developer remoto,Valencia,2022-08-17,"['php', 'laravel']",no disponible,46,2022-11-27
big data senior develop,Online,2022-08-03,"['bigquery', 'aws', 'dataproc', 'google cloud platform', 'presto', 'kubernetes', 'spark', 'scala', 'azure', 'cloudera']",no disponible,34,2022-11-27
programador web/ti,Alicante,2022-11-04,"['ajax', 'joomla', 'wordpress', 'java', 'jquery', 'mysql', 'php', 'javascript']",no disponible,28,2022-11-27
ingeniero de diseño electrónico,Zaragoza,2022-09-15,"['altium', 'electronica', 'microcontroladores']",no disponible,8,2022-11-27
data growth consulta,Madrid,2022-10-28,"['python', 'r', 'sql']",no disponible,4,2022-11-27
ingeniero/a de producto (electrónica),Madrid,2022-10-31,['electronica'],no disponible,16,2022-11-27
frontend chapter lead,Madrid,2022-08-31,"['css', 'javascript', 'html', 'angularjs']",no disponible,1,2022-11-27
bi data analys,Las Palmas De Gran Canaria,2022-09-30,"['bi', 'data', 'big qwery']",33000.0,16,2022-11-27
android develop,Madrid,2022-08-17,"['swift', 'android']",no disponible,12,2022-11-27
arquitecto java,A Coruña,2022-08-17,['java'],no disponible,1,2022-11-27
director strategic marketi,Las Palmas De Gran Canaria,2022-09-30,['marketing'],no disponible,11,2022-11-27
administrador de sistemas,Sevilla,2022-09-30,"['vmware', 'san']",no disponible,48,2022-11-27
fullstack devops,Valladolid,2022-09-30,"['spring', 'devops', 'angularjs']",no disponible,0,2022-11-27
ingeniero/a de sistemas uas junio,Madrid,2022-10-15,"['uas', 'uav', 'aeronautica']",no disponible,8,2022-11-27
smart tv developer frontend,Barcelona,2022-10-15,"['javascript', 'smart tv', 'html5']",45000.0,17,2022-11-27
ingeniero junio,Ourense,2022-09-15,"['pvsyst', 'office']",no disponible,4,2022-11-27
desarrollador/a unity3d,Barcelona,2022-08-31,"['unity', '3d', 'c#']",no disponible,56,2022-11-27
responsable de sistemas,Barcelona,2022-10-28,"['vmware', 'linux', 'windows', 'veeam backup']",43500.0,19,2022-11-27
embedded sw engi,Barcelona,2022-10-15,"['ensamblador', 'c']",42000.0,7,2022-11-27
desarrollador de integraciones,Madrid,2022-10-15,"['sql server', 'etl']",no disponible,13,2022-11-27
desarrollador/a java,Navarra,2022-09-22,"['java', 'spring']",no disponible,10,2022-11-27
desarrollador react native senio,Madrid,2022-10-15,"['html', 'reactjs', 'css']",no disponible,10,2022-11-27
senior pentes,Madrid,2022-09-21,"['pentesting', 'ciberseguridad', 'hacking etico']",no disponible,8,2022-11-27
arquitecto de soluciones cloud,Madrid,2022-09-15,['google cloud'],no disponible,2,2022-11-27
data engineer (full remote),Barcelona,2022-10-15,"['power bi', 'etl']",no disponible,7,2022-11-27
java software engi,Madrid,2022-08-17,"['java', 'kubernetes', 'docker']",no disponible,4,2022-11-27
soc l3 analyst/consulta,Barcelona,2022-09-21,"['ids', 'waf', 'nids', 'firewall', 'hids', 'ips']",no disponible,6,2022-11-27
desarrollador business central,Online,2022-09-30,"['navision', 'business central']",no disponible,9,2022-11-27
preventa especialista it,Madrid,2022-08-17,"['aws', 'iaas paas', 'azure']",40500.0,6,2022-11-27
help desk,Barcelona,2022-09-15,"['active directory', 'windows']",no disponible,13,2022-11-27
preventa especialista uc,Madrid,2022-08-17,"['cisco', 'sip', 'voip']",40500.0,9,2022-11-27
google cloud architec,Málaga,2022-09-30,"['gcp', 'big query', 'google cloud']",no disponible,1,2022-11-27
data analyst bi,Madrid,2022-09-15,"['sql', 'power bi']",34500.0,29,2022-11-27
administrador/a sistemas galileo,Madrid,2022-09-15,"['linux', 'windows', 'vsphere']",no disponible,14,2022-11-27
java develop,Madrid,2022-08-31,"['java', 'spring']",no disponible,2,2022-11-27
mid .net develop,Barcelona,2022-10-28,['.net'],39000.0,7,2022-11-27
prácticas: ingeniería de software gnss,Madrid,2022-08-17,"['python', 'cplusplus', 'linux']",no disponible,44,2022-11-27
programador plc,Zaragoza,2022-09-15,"['plc', 'scada']",no disponible,16,2022-11-27
ingeniero/a de diseño preventa,A Coruña,2022-08-31,"['solid works', '3d', 'sketch']",33000.0,2,2022-11-27
ingeniero/a de software front-end,Madrid,2022-10-15,"['reactjs', '.net', 'angularjs']",no disponible,14,2022-11-27
ingeniero/a de diseño,Murcia,2022-08-31,"['3d', 'cad']",no disponible,3,2022-11-27
desarrollador senior springboot kafka,Online,2022-10-28,"['banca', 'spring', 'kafka']",no disponible,0,2022-11-27
analista funcional drupal,Sta. Cruz De Tenerife,2022-10-29,"['less', 'css', 'symfony', 'drupal', 'ajax', 'docker', 'sass', 'git', 'jquery', 'html5', 'jenkins', 'mysql', 'php', 'azure', 'javascript']",no disponible,1,2022-11-27
desarrollador/a backend,Navarra,2022-10-29,"['sql', 'java', 'mysql']",21000.0,7,2022-11-27
integrador api - interoperabilidad,Sta. Cruz De Tenerife,2022-10-29,"['software ag', 'wso2', 'api', 'ibm broker', 'mulesoft', 'tibco']",no disponible,1,2022-11-27
iberia solutions architect - mana,Madrid,2022-11-14,"['unix', 'oracle', 'sql server', 'cloud']",no disponible,1,2022-11-27
técnico/a en informática,Murcia,2022-10-14,"['linux', 'windows', 'dynamics']",28500.0,92,2022-11-27
digital marketi,Madrid,2022-09-30,['marketing'],no disponible,114,2022-11-27
administrador/a de sistemas linux,Madrid,2022-09-30,"['linux', 'suse', 'redhat']",no disponible,32,2022-11-27
software develop,Barcelona,2022-09-20,"['html', 'javascript', 'css']",no disponible,152,2022-11-27
help desk support specialis,Sevilla,2022-09-30,"['ubiquiti', 'windows', 'sage', 'nas', 'windows server', 'firewall', 'a3']",no disponible,58,2022-11-27
técnico instalador informática,Alicante,2022-10-07,"['backup', 'switchs', 'impresoras', 'hardware', 'redes']",no disponible,84,2022-11-27
programador/a c++ (remoto),Online,2022-09-30,"['cplusplus', 'c#']",no disponible,71,2022-11-27
administrador/a azure 100% remoto,Online,2022-09-30,"['windows', 'azure']",no disponible,319,2022-11-27
programador/a .net,Gipuzkoa,2022-09-30,['.net'],no disponible,16,2022-11-27
desarrollador bpm / bpel,Madrid,2022-10-29,"['xslt', 'bpel', 'jdeveloper', 'bpm', 'br', 'xpath', 'wsdl']",34500.0,1,2022-11-27
técnico/a de soporte windows 10,Bizkaia,2022-11-12,"['soporte', 'windows']",no disponible,22,2022-11-27
programador junio,Barcelona,2022-10-14,"['php', 'laravel', 'angularjs']",no disponible,93,2022-11-27
senior scrum mas,Barcelona,2022-09-30,"['agile', 'scrum']",no disponible,18,2022-11-27
jefe de proyecto,Madrid,2022-11-12,['gestion de proyectos'],no disponible,15,2022-11-27
devops exp,Málaga,2022-10-14,"['openshift', 'azure', 'docker']",no disponible,3,2022-11-27
s/4 hana developer full remo,Barcelona,2022-09-29,"['abap', 'sap']",no disponible,3,2022-11-27
ingeniero/a sistema tcms,Madrid,2022-08-31,"['tcms', 'c', 'cplusplus']",no disponible,7,2022-11-27
montador/a de simuladores,Gipuzkoa,2022-09-29,['electronica'],no disponible,4,2022-11-27
c#/c++ develop,Barcelona,2022-10-14,"['cplusplus', 'c#']",no disponible,11,2022-11-27
cloud architect (aws/azure),Málaga,2022-10-14,"['aws', 'azure']",no disponible,3,2022-11-27
ingeniero/a teleco navegació,Madrid,2022-08-31,"['java', 'cplusplus', 'gnss']",no disponible,16,2022-11-27
c#/c++ tech lead,Barcelona,2022-10-14,"['cplusplus', 'c#']",no disponible,7,2022-11-27
scrum master (h/m/d),Valencia,2022-08-31,"['safe', 'scrum', 'kanban']",no disponible,20,2022-11-27
analista programador sharepoi,Madrid,2022-10-14,"['sharepoint', 'c#', '.net']",no disponible,8,2022-11-27
técnico de comunicaciones it,Madrid,2022-09-29,"['vpn', 'redes']",37500.0,13,2022-11-27
senior react develop,Madrid,2022-09-30,"['redux', 'reactjs', 'typescript']",no disponible,1,2022-11-27
jefe de soporte (n2/n3),Valladolid,2022-10-14,"['active directory', 'microsoft 365', 'wsus']",no disponible,6,2022-11-27
progress openedge develop,Barcelona,2022-11-12,"['openedge', 'progress']",34500.0,6,2022-11-27
responsable de marketi,Zaragoza,2022-09-29,"['sharepoint', 'marketing', 'bi']",no disponible,12,2022-11-27
consultor bi,Bizkaia,2022-09-29,"['sql', 'bi', 'etl']",no disponible,5,2022-11-27
administrador/a bbdd oracl,Madrid,2022-11-12,['oracle'],no disponible,9,2022-11-27
técnico/a - it talent acquisitio,Madrid,2022-10-14,['talent solutions'],no disponible,10,2022-11-27
consultor bi,Barcelona,2022-10-14,"['sql', 'python', 'power bi', 'etl']",no disponible,6,2022-11-27
desarrollador/a erp,Barcelona,2022-08-31,"['sql server', 'crystal reports']",36000.0,21,2022-11-27
técnico de soporte de clientes,Valladolid,2022-10-14,"['sql', 'windows']",no disponible,21,2022-11-27
prácticas: ingeniería de softwa,Madrid,2022-09-29,"['python', 'cplusplus', 'c#']",no disponible,35,2022-11-27
programador junior sql,Madrid,2022-10-14,['sql'],no disponible,48,2022-11-27
desarrollador php híbrido,Madrid,2022-09-30,"['php', 'codeigniter', 'laravel', 'symfony']",no disponible,21,2022-11-27
ingeniero/a de softwa,Madrid,2022-08-31,"['cplusplus', 'c']",no disponible,20,2022-11-27
especialista digital workplac,Valladolid,2022-11-12,"['windows', 'office 365']",no disponible,0,2022-11-27
senior hw design engi,Madrid,2022-08-31,"['altium', 'electronica', 'microcontroladores']",no disponible,5,2022-11-27
senior android develop,Madrid,2022-09-30,"['android', 'kotlin']",no disponible,2,2022-11-27
administrador/a de sistemas opensourc,Badajoz,2022-09-26,"['ubuntu', 'apache', 'linux', 'kubernetes', 'opensource', 'rocky', 'php']",no disponible,15,2022-11-27
data analyst - empresa final,Madrid,2022-10-14,"['python', 'r', 'data', 'azure', 'power bi']",no disponible,21,2022-11-27
jefe/a proyectos telecom y softwa,Madrid,2022-08-17,['agile'],no disponible,13,2022-11-27
implantador/a atlassian 100% remoto,Online,2022-11-12,"['jira', 'atlassian']",no disponible,11,2022-11-27
técnico de infraestructura cloud,Madrid,2022-09-29,"['azure', 'cloud']",no disponible,9,2022-11-27
salesforce commerce develop,Málaga,2022-11-12,"['soap', 'tdd', 'salesforce commerce cloud', 'ci/cd', 'sdlc', 'storefront reference architecture sfra', 'salesforce', 'javascript', 'rest']",no disponible,1,2022-11-27
técnico/a de soporte de aplicaciones,Madrid,2022-10-31,"['python', 'vba', 'git']",no disponible,10,2022-11-27
consultor preventa ccaas-b2b,Online,2022-11-12,['saas'],no disponible,11,2022-11-27
ingeniero senior devops(estable/hibrido),Málaga,2022-10-14,"['rundeck', 'devops', 'servicenow']",no disponible,0,2022-11-27
ingeniero electrónico industrial,Girona,2022-11-12,"['electronica', 'cplusplus']",no disponible,1,2022-11-27
senior business intelligence analys,Online,2022-09-29,"['sql', 'tableau', 'agile', 'kanban']",no disponible,21,2022-11-27
desarrollador/a senior c++,Álava,2022-03-23,"['cplusplus', 'microcontroladores']",no disponible,17,2022-11-27
node.js develop,Barcelona,2022-11-11,['nodejs'],45000.0,12,2022-11-27
principal software engi,Madrid,2022-11-11,"['nodejs', 'microservicios']",46500.0,7,2022-11-27
analista programador aso/apx,Madrid,2022-11-11,"['aso', 'apx']",no disponible,1,2022-11-27
clinical it solutions architec,Barcelona,2022-11-11,"['cybersecurity', 'linux', 'windows']",no disponible,8,2022-11-27
consultor cloud openshif,Online,2022-11-11,"['kubernetes', 'openshift']",no disponible,3,2022-11-27
senior backend develop,Barcelona,2022-11-11,"['java', 'spring']",60500.0,6,2022-11-27
sap fi senior consulta,Online,2022-11-11,['sap'],no disponible,5,2022-11-27
senior sql database specialis,Madrid,2022-11-11,"['sql', 't sql']",54000.0,12,2022-11-27
experto ruby on rails,Online,2022-11-11,"['codigo resenas', 'ci/cd', 'programacion en pares', 'tdd', 'ruby']",no disponible,6,2022-11-27
system administrator / it engi,Zaragoza,2022-11-11,"['linux', 'python', 'bash', 'mysql', 'postgresql']",no disponible,6,2022-11-27
desarrollador/consultor junior erp qad,Madrid,2022-10-28,"['erp', 'progress 4gl', 'base de datos']",19500.0,31,2022-11-27
programador/a java (100% remoto),Girona,2022-11-11,"['jboss', 'java', 'hibernate', 'mysql', 'spring']",no disponible,12,2022-11-27
desarrollador blazo,Barcelona,2022-11-11,"['reactjs', 'css', 'scss', 'blazor', 'c#']",no disponible,1,2022-11-27
ingeniero qa,Barcelona,2022-09-29,"['java', 'cypress', 'zahori', 'selenium']",no disponible,16,2022-11-27
"analista de sistemas sap sd, mm, wm, le",Asturias,2022-11-11,['sap'],no disponible,1,2022-11-27
desarrollador android,Online,2022-09-30,"['ktor', 'koin', 'android', 'flow', 'arrow fx', 'okhttp', 'room', 'workmanager', 'jetpack navigation', 'dagger2', 'kotlin multiplatform', 'retrofit', 'sqldelight']",no disponible,34,2022-11-27
consultor técnico informático junio,Madrid,2022-11-11,['software'],no disponible,24,2022-11-27
consultor técnico / desarrollador sage,Cádiz,2022-11-11,"['sage x3', 'sage']",no disponible,0,2022-11-27
desarrollador c++,Navarra,2022-11-11,"['cplusplus', 'c']",no disponible,2,2022-11-27
fullstack c#,Málaga,2022-11-11,"['.net', 'c#']",no disponible,1,2022-11-27
ingeniero hardware (r&d),Valladolid,2022-11-11,"['cplusplus', 'linux', 'hardware']",no disponible,0,2022-11-27
tecnico seo - híbrido,Alicante,2022-11-11,"['seo', 'semrush', 'google data studio', 'google search console']",no disponible,1,2022-11-27
analista bi,Barcelona,2022-11-11,"['bi', 'power bi']",no disponible,5,2022-11-27
php developer - 100% remo,Online,2022-11-11,"['php', 'laravel', 'symfony']",43500.0,43,2022-11-27
jefe de proyecto sap,Barcelona,2022-11-11,['sap'],no disponible,0,2022-11-27
data architect (end client),Barcelona,2022-11-11,"['sql', 'mysql', 'postgresql']",no disponible,1,2022-11-27
beca programador/diseño 3d,Valencia,2022-10-28,"['unity', 'blender', '.net', 'vr/ar', 'javascript', 'c#']",no disponible,58,2022-11-27
desarrollador c#,Online,2022-10-06,['c#'],no disponible,16,2022-11-27
programador t-sql y sql serv,Madrid,2022-09-30,"['newsql', 't sql', 'nosql', 'sql server', 'tde', 'html', 'javascript']",no disponible,76,2022-11-27
jefe de proyecto crm domai,Madrid,2022-10-27,['crm'],no disponible,8,2022-11-27
técnico/a soporte usuarios/as,Barcelona,2022-09-15,"['microsoft', 'office', 'windows']",no disponible,237,2022-11-27
senior front end angula,Madrid,2022-10-27,['angularjs'],no disponible,6,2022-11-27
ingeniero/a mecatrónico,Barcelona,2022-11-11,"['solidworks', 'plc']",no disponible,1,2022-11-27
director of data science and ml,Madrid,2022-11-11,"['machine learning', 'data science']",81000.0,2,2022-11-27
ot/it infrastructure mana,Madrid,2022-11-11,"['cybersecurity', 'telecommunications']",76000.0,3,2022-11-27
senior developer java,Online,2022-10-28,"['active directory', 'vert.x', 'microservicios', 'java', 'quarkus', 'arquitectura hexagonal']",no disponible,4,2022-11-27
programador appian,Online,2022-10-29,['appian'],no disponible,4,2022-11-27
cloud infrastructure architec,Online,2022-10-27,"['terraform', 'kubernetes', 'jenkins', 'cloud', 'helm']",no disponible,3,2022-11-27
rutador pcb,Madrid,2022-11-11,"['telecomunicaciones', 'electronica', 'pcb', 'cad']",no disponible,6,2022-11-27
marketplace specialis,Alicante,2022-11-11,['marketing digital'],no disponible,2,2022-11-27
it operations mana,Online,2022-11-11,"['information technology', '.net']",70000.0,8,2022-11-27
erp functional consulta,Barcelona,2022-11-11,"['erp', 'sap']",no disponible,6,2022-11-27
desarrollador angular 13,Madrid,2022-09-30,"['angularjs', 'java', 'postgresql', 'css', 'spring', 'html']",no disponible,18,2022-11-27
programador .,Madrid,2022-09-28,"['.net', 'mvc', 'windows forms', 'vb', 'html', 'javascript', 'c#']",no disponible,23,2022-11-27
programador/a php (laravel / symfony),Online,2022-09-29,"['css', 'symfony', 'laravel', 'php', 'html', 'javascript']",27000.0,512,2022-11-27
desarrollo de infraestructuras,Madrid,2022-09-26,"['nodejs', 'vuejs']",no disponible,12,2022-11-27
programador/a espectrometría (c++/c#),Valencia,2022-09-27,"['cplusplus', 'sql sever', 'access', 'c#']",no disponible,11,2022-11-27
desarrollador senior front end,Madrid,2022-09-12,"['reactjs', 'typescript', 'redux', 'css', 'javascript', 'graphql', 'html']",no disponible,74,2022-11-27
ingeniero/a cloud (remoto),Online,2022-09-12,"['aws', 'cloud', 'azure']",no disponible,50,2022-11-27
programadores java/j2ee  con frances,Barcelona,2022-09-29,"['j2ee', 'java']",no disponible,16,2022-11-27
desarrolladores .n,Madrid,2022-09-30,"['sql', '.net', 'c#', 'wpf']",36000.0,21,2022-11-27
responsable departamento sistemas,Valencia,2022-09-27,"['lan', 'redes', 'vmware', 'wireless']",no disponible,34,2022-11-27
programador microsoft dynamics 365f&o/ax,Madrid,2022-08-18,['dynamics'],no disponible,35,2022-11-27
jefe de equipo de soporte técnico,Murcia,2022-10-07,"['soporte', 'sql', 'java', 'poo', 'postgresql']",no disponible,18,2022-11-27
desarrollador/a sénior de java,Madrid,2022-09-27,"['sql', 'java', 'python']",no disponible,15,2022-11-27
desarrollador full stack senio,Málaga,2022-10-08,"['mongodb', 'gatsby', 'java', 'wordpress', 'php', 'css', 'html']",no disponible,19,2022-11-27
it cau presencial,Madrid,2022-10-07,"['cau', 'oracle', 'sqlserver', 'mysql']",15500.0,18,2022-11-27
diseñador catia v5,Madrid,2022-09-30,"['cinematico', 'catia']",33000.0,10,2022-11-27
ingeniero/a secdevops/sre,Madrid,2022-09-27,"['secdevops', 'linux']",no disponible,13,2022-11-27
consultor logístico erp,Online,2022-10-28,"['erp', 'f&o', 'dynamics']",no disponible,31,2022-11-27
desarrollador fronend,Online,2022-10-14,"['bootstrap', 'ms sql', 'scrum', 'ajax', 'git', 'tsql', 'kanban', 'css', 'javascript', 'agile', 'html']",30000.0,109,2022-11-27
desarrollador sap - abap iv,Online,2022-09-12,"['abap', 'sap']",no disponible,63,2022-11-27
director de proyectos erp,Madrid,2022-09-27,['dynamics'],no disponible,291,2022-11-27
programador informático,Online,2022-10-28,"['symfony', 'drupal', 'wordpress', 'laravel', 'php', 'css', 'prestashop', 'javascript', 'html']",24000.0,160,2022-11-27
desarrollador de software drupal,Sta. Cruz De Tenerife,2022-10-29,"['less', 'css', 'symfony', 'drupal', 'ajax', 'docker', 'sass', 'git', 'jquery', 'html5', 'jenkins', 'mysql', 'php', 'azure', 'javascript']",no disponible,1,2022-11-27
ios develop,Málaga,2022-09-30,['ios'],no disponible,10,2022-11-27
maquetador/a web,Asturias,2022-09-28,"['sass', 'css', 'html5']",16000.0,95,2022-11-27
php laravel developer senio,Online,2022-09-28,"['php', 'laravel', 'vuejs']",28500.0,101,2022-11-27
desarrollador software sen. c#/.net/ms,Online,2022-10-14,"['.net', 'visual studio', 'python', 'git', 'ci/cd', 'azure', 'c#']",no disponible,24,2022-11-27
técnico de sistemas,Online,2022-10-14,"['sistemas', 'redes', 'sql server']",22500.0,199,2022-11-27
it qa automatización híbrido,Barcelona,2022-09-29,"['java', 'qa', 'selenium', 'cucumber']",no disponible,18,2022-11-27
consultor ax,Barcelona,2022-07-27,"['ax', 'erp', 'dynamics']",no disponible,24,2022-11-27
técnico/a microinformático,A Coruña,2022-10-21,"['windows', 'oficce']",no disponible,32,2022-11-27
senior frontend develop,Granada,2022-09-29,"['css', 'git', 'nuxt.js', 'vuejs', 'html', 'javascript']",27000.0,15,2022-11-27
it report writer - sector automoció,Madrid,2022-09-29,"['sql', '.net', 'ssrs']",no disponible,2,2022-11-27
consultor microstrategy remoto,Madrid,2022-11-03,"['microstrategy', 'sql']",no disponible,6,2022-11-27
analista programador c#,Barcelona,2022-09-27,"['.net', 'c#']",no disponible,5,2022-11-27
digital marketing mana,Barcelona,2022-10-28,"['seo', 'digital marketing']",no disponible,4,2022-11-27
administrador de azu,Madrid,2022-10-13,"['azure', 'dynamics']",no disponible,1,2022-11-27
programador java,Málaga,2022-09-29,"['postgresql', 'java', 'docker']",no disponible,2,2022-11-27
it business analyst con inglés,Madrid,2022-11-03,"['visio', 'clickup', 'microsoft office']",63000.0,6,2022-11-27
administrador-analista herramientas it,Madrid,2022-09-27,"['maven', 'rational team concert', 'jenkins', 'artifactory']",no disponible,15,2022-11-27
desarrollador java spri,Madrid,2022-08-03,"['java', 'spring']",36000.0,18,2022-11-27
técnico i+d,Barcelona,2022-11-03,['solidworks'],no disponible,3,2022-11-27
consultor microstrategy,Madrid,2022-11-03,"['microstrategy', 'bi', 'etl']",no disponible,2,2022-11-27
digital mana,Madrid,2022-09-29,"['google analytics', 'seo', 'google ads']",no disponible,9,2022-11-27
qa senio,Málaga,2022-09-29,"['selenium', 'qa', 'junit']",no disponible,1,2022-11-27
it project manager / 100% remo,Barcelona,2022-10-13,"['itil', 'prince 2', 'agile']",no disponible,13,2022-11-27
head of digital marketing videogames,Madrid,2022-09-29,"['social ads', 'marketing', 'display', 'seo', 'sem']",51000.0,25,2022-11-27
fullstack angular y .net,Madrid,2022-10-13,"['.net', 'angularjs']",30000.0,9,2022-11-27
solution architec,Málaga,2022-09-29,"['c#', '.net', 'azure']",no disponible,0,2022-11-27
solution expert sap sd le-tra,Barcelona,2022-10-28,['sap'],no disponible,0,2022-11-27
experto integración continua devops,Bizkaia,2022-09-12,"['python', 'shell scripting']",no disponible,3,2022-11-27
digital marketing specialis,Valencia,2022-09-29,"['seo', 'marketing digital']",no disponible,6,2022-11-27
